Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Log_Total_Income,Log_LoanAmount
LP_R03995,Male,No,0,Graduate,Yes,5495,1242,190,120,1.0,Semiurban,N,6737,8.815518423966498,5.25227342804663
LP_R08098,Female,No,2,Not Graduate,No,5849,1286,208,240,0.0,Urban,N,7135,8.872907674259846,5.342334251964811
LP_A07249,Male,No,0,Graduate,No,9500,3315,156,360,1.0,Semiurban,Y,12815,9.458449669308141,5.056245805348308
LP_A05206,Male,No,2,Graduate,Yes,5791,2556,118,360,1.0,Rural,Y,8347,9.029777268197092,4.77912349311153
LP_A01241,Female,Yes,1,Graduate,No,7933,2660,170,180,1.0,Urban,Y,10593,9.268043082104471,5.14166355650266
LP_A01406,Female,Yes,0,Graduate,Yes,6970,2270,66,300,0.0,Semiurban,Y,9240,9.13140538388804,4.204692619390966
LP_A03319,Female,Yes,0,Graduate,No,2797,1255,161,300,1.0,Semiurban,Y,4052,8.307212626628308,5.087596335232384
LP_R07305,Female,No,3+,Not Graduate,Yes,990,1190,76,180,0.0,Semiurban,N,2180,7.687538766201629,4.343805421853684
LP_A00916,Female,No,0,Graduate,Yes,8569,2336,135,300,1.0,Semiurban,Y,10905,9.297068375486006,4.912654885736052
LP_A00527,Female,Yes,1,Not Graduate,No,9624,2820,155,360,1.0,Urban,Y,12444,9.429074214801693,5.049856007249537
LP_R01742,Male,No,2,Graduate,No,3220,621,228,300,0.0,Semiurban,N,3841,8.253748343328501,5.43372200355424
LP_R01354,Male,Yes,2,Not Graduate,No,867,1512,235,240,0.0,Semiurban,N,2379,7.77485576666552,5.4638318050256105
LP_R04444,Female,No,2,Not Graduate,Yes,4293,271,263,240,0.0,Rural,N,4564,8.426173793029069,5.575949103146316
LP_R09667,Male,No,3+,Graduate,Yes,2569,219,189,180,0.0,Urban,N,2788,7.933438387627489,5.247024072160486
LP_A02819,Female,Yes,0,Graduate,No,5879,2076,216,360,1.0,Urban,Y,7955,8.981681639973862,5.37989735354046
LP_R01839,Male,Yes,0,Not Graduate,Yes,1572,0,183,240,0.0,Semiurban,N,1572,7.360739903058278,5.214935757608986
LP_R09501,Female,Yes,2,Not Graduate,Yes,1087,185,116,300,0.0,Urban,N,1272,7.149131598557407,4.762173934797756
LP_R02876,Male,No,2,Graduate,Yes,4335,699,144,300,0.0,Semiurban,N,5034,8.524168805152662,4.976733742420574
LP_R09017,Male,Yes,2,Graduate,No,1051,1556,160,240,0.0,Rural,N,2607,7.866338923046544,5.081404364984463
LP_A06264,Male,No,0,Graduate,No,10534,2296,133,360,1.0,Urban,Y,12830,9.459619396895018,4.897839799950911
LP_R01392,Male,No,1,Graduate,No,2682,881,217,120,0.0,Rural,N,3563,8.1786387885907,5.384495062789089
LP_A03012,Male,Yes,2,Graduate,No,7869,2869,70,300,1.0,Rural,Y,10738,9.281637253858216,4.2626798770413155
LP_R07288,Male,Yes,2,Graduate,No,5572,482,90,120,0.0,Semiurban,N,6054,8.708639655987193,4.51085950651685
LP_A09891,Female,Yes,1,Graduate,No,4627,3038,235,360,1.0,Semiurban,Y,7665,8.9445502459405,5.4638318050256105
LP_A09678,Female,Yes,2,Graduate,No,5503,4454,176,120,1.0,Urban,Y,9957,9.206131527202128,5.176149732573829
LP_R00726,Male,Yes,0,Graduate,No,2432,0,174,360,1.0,Rural,N,2432,7.796880342783522,5.1647859739235145
LP_A06107,Female,Yes,0,Graduate,No,6544,1398,96,360,1.0,Urban,Y,7942,8.980046316633132,4.574710978503383
LP_A00774,Female,Yes,3+,Not Graduate,No,10801,3742,100,360,1.0,Urban,Y,14543,9.58493381641726,4.61512051684126
LP_R05320,Female,No,0,Graduate,No,3953,132,154,180,0.0,Semiurban,N,4085,8.315321775377567,5.043425116919247
LP_A01631,Male,Yes,1,Graduate,No,9221,2376,80,360,1.0,Rural,Y,11597,9.358587948436385,4.394449154672439
LP_R09156,Male,Yes,3+,Graduate,Yes,2804,17,203,240,0.0,Urban,N,2821,7.945201132412759,5.318119993844216
LP_R03662,Male,No,0,Not Graduate,No,3270,0,263,180,0.0,Semiurban,N,3270,8.092851027538384,5.575949103146316
LP_A09855,Male,No,0,Graduate,No,8927,3501,150,300,1.0,Semiurban,Y,12428,9.42778773074551,5.017279836814924
LP_A08661,Male,Yes,0,Graduate,Yes,9206,2596,143,360,1.0,Urban,Y,11802,9.37610901542907,4.969813299576001
LP_A02750,Female,Yes,1,Graduate,No,5428,1591,156,360,1.0,Semiurban,Y,7019,8.856518497019858,5.056245805348308
LP_R01792,Female,No,0,Graduate,No,3164,724,201,120,1.0,Urban,N,3888,8.265907334155747,5.308267697401205
LP_R06799,Male,Yes,0,Graduate,Yes,2495,0,160,300,0.0,Semiurban,N,2495,7.822444729489319,5.081404364984463
LP_R08709,Female,No,2,Graduate,Yes,3385,0,174,240,0.0,Semiurban,N,3385,8.12740456269308,5.1647859739235145
LP_R08164,Female,Yes,3+,Graduate,Yes,1847,125,142,240,0.0,Semiurban,N,1972,7.587310506022615,4.962844630259907
LP_R00217,Female,No,1,Not Graduate,Yes,4928,749,226,240,1.0,Rural,N,5677,8.644354337032917,5.424950017481403
LP_R08504,Female,No,2,Graduate,No,2921,0,246,360,0.0,Semiurban,N,2921,7.980023592310645,5.5093883366279774
LP_A09183,Male,Yes,0,Graduate,Yes,8586,1878,137,240,1.0,Urban,Y,10464,9.2557916348801,4.927253685157205
LP_A00598,Female,Yes,1,Graduate,No,5799,1945,186,360,1.0,Urban,Y,7744,8.954802752850968,5.231108616854587
LP_A04562,Male,Yes,0,Not Graduate,No,9205,2741,100,360,1.0,Urban,Y,11946,9.388235479817224,4.61512051684126
LP_R02393,Female,Yes,0,Not Graduate,No,774,1295,179,120,0.0,Rural,N,2069,7.635303886259415,5.19295685089021
LP_A04001,Male,Yes,0,Graduate,Yes,8236,2832,147,360,0.0,Rural,Y,11068,9.311903687385623,4.997212273764115
LP_A04659,Female,No,0,Graduate,Yes,7445,1132,121,360,1.0,Rural,Y,8577,9.056956065076825,4.804021044733257
LP_R08429,Female,No,2,Not Graduate,No,1931,1270,209,240,0.0,Semiurban,N,3201,8.07153089355666,5.3471075307174685
LP_R02784,Female,Yes,1,Not Graduate,Yes,721,0,251,300,0.0,Rural,N,721,6.582025138892826,5.529429087511423
LP_A04684,Female,Yes,0,Graduate,No,13546,237,197,360,1.0,Rural,Y,13783,9.531263778207766,5.288267030694535
LP_R06574,Female,No,1,Graduate,No,1014,1446,287,240,0.0,Urban,N,2460,7.8083230503910555,5.662960480135946
LP_R04872,Male,Yes,3+,Not Graduate,No,2635,210,283,240,1.0,Urban,N,2845,7.953669778649798,5.648974238161206
LP_A06217,Female,Yes,3+,Graduate,No,3923,4062,219,240,1.0,Urban,Y,7985,8.985445287623167,5.393627546352362
LP_A08663,Male,Yes,3+,Not Graduate,No,8362,696,93,360,1.0,Semiurban,Y,9058,9.111514017669288,4.543294782270004
LP_R01734,Male,Yes,0,Not Graduate,Yes,4932,1029,202,180,0.0,Rural,N,5961,8.693161274238017,5.313205979041787
LP_R00820,Female,No,0,Graduate,No,5702,891,269,120,0.0,Semiurban,N,6593,8.793915423631676,5.598421958998375
LP_A05080,Female,Yes,1,Not Graduate,No,8068,3131,146,180,1.0,Semiurban,Y,11199,9.323669057283185,4.990432586778736
LP_R02800,Male,No,0,Graduate,No,4416,1981,217,360,0.0,Rural,N,6397,8.763740720509464,5.384495062789089
LP_A05790,Male,No,0,Graduate,No,6552,2688,127,360,1.0,Rural,Y,9240,9.13140538388804,4.852030263919617
LP_R02850,Female,Yes,3+,Not Graduate,No,2552,0,180,180,0.0,Semiurban,N,2552,7.845024417241484,5.198497031265826
LP_R00334,Female,No,0,Graduate,Yes,3915,0,125,120,0.0,Rural,N,3915,8.272826003650401,4.836281906951478
LP_A01446,Female,No,2,Graduate,No,6410,290,166,180,1.0,Semiurban,Y,6700,8.81001204797317,5.117993812416755
LP_R00443,Female,Yes,2,Not Graduate,No,4105,1476,232,360,1.0,Urban,N,5581,8.627302414096267,5.4510384535657
LP_R02849,Male,No,0,Not Graduate,Yes,3262,3009,216,180,0.0,Semiurban,N,6271,8.743850562030243,5.37989735354046
LP_R06554,Female,No,0,Not Graduate,No,2076,3918,128,300,0.0,Semiurban,N,5994,8.698681067461614,4.859812404361672
LP_R07156,Female,No,3+,Not Graduate,Yes,2791,1253,206,120,0.0,Urban,N,4044,8.305236829492593,5.332718793265369
LP_R03967,Female,No,0,Not Graduate,No,1068,0,230,120,0.0,Urban,N,1068,6.974478911025045,5.442417710521793
LP_A07309,Female,No,1,Graduate,No,6724,3267,105,240,1.0,Semiurban,Y,9991,9.209540051805414,4.663439094112067
LP_A07034,Male,No,3+,Not Graduate,No,4389,1779,98,180,1.0,Urban,Y,6168,8.72729202920964,4.59511985013459
LP_A06000,Male,Yes,2,Graduate,No,7398,2470,137,300,1.0,Rural,Y,9868,9.197153810172008,4.927253685157205
LP_A02837,Male,Yes,0,Graduate,No,5546,0,158,240,1.0,Urban,Y,5546,8.621012520055235,5.0689042022202315
LP_R09614,Female,No,0,Not Graduate,Yes,2689,2063,217,300,0.0,Urban,N,4752,8.46653127661401,5.384495062789089
LP_A03757,Female,Yes,0,Graduate,No,7476,2072,166,360,0.0,Semiurban,Y,9548,9.164191715950203,5.117993812416755
LP_A03218,Male,Yes,0,Graduate,No,4865,1863,183,360,1.0,Semiurban,Y,6728,8.814181823188319,5.214935757608986
LP_A03520,Male,Yes,0,Graduate,No,7595,2440,172,360,1.0,Rural,Y,10035,9.213933907486313,5.153291594497779
LP_A06594,Male,No,1,Not Graduate,No,6042,3856,134,120,1.0,Semiurban,Y,9898,9.200189020919808,4.90527477843843
LP_A05947,Female,No,0,Graduate,Yes,6174,2052,87,120,1.0,Urban,Y,8226,9.01517670716893,4.477336814478207
LP_R09590,Male,Yes,1,Not Graduate,No,4440,293,348,300,0.0,Semiurban,N,4733,8.46252579007393,5.855071922202427
LP_A02588,Female,Yes,0,Not Graduate,No,2726,761,101,300,1.0,Rural,Y,3487,8.15708378502887,4.624972813284271
LP_A04695,Male,Yes,0,Graduate,No,7696,1709,172,360,1.0,Semiurban,Y,9405,9.149103062504993,5.153291594497779
LP_R02927,Female,No,0,Not Graduate,Yes,2532,1233,198,240,0.0,Urban,N,3765,8.233768709217097,5.293304824724492
LP_R02781,Female,Yes,3+,Graduate,Yes,5566,0,217,120,0.0,Urban,N,5566,8.624611588183507,5.384495062789089
LP_A05241,Female,Yes,2,Graduate,Yes,6777,3107,130,120,1.0,Urban,Y,9884,9.198773735604718,4.875197323201151
LP_R07039,Female,Yes,1,Graduate,Yes,2224,684,122,360,1.0,Urban,N,2908,7.975564658495202,4.812184355372417
LP_R02128,Female,No,1,Graduate,No,3235,1064,129,300,0.0,Rural,N,4299,8.366370301681654,4.867534450455582
LP_A08643,Female,Yes,0,Graduate,No,9144,4692,195,300,1.0,Urban,Y,13836,9.535101442669385,5.278114659230517
LP_A06806,Male,No,0,Graduate,No,7548,1915,155,360,0.0,Rural,Y,9463,9.155250405658222,5.049856007249537
LP_R09516,Female,Yes,2,Not Graduate,Yes,4156,233,168,360,0.0,Urban,N,4389,8.387084506069217,5.1298987149230735
LP_A09044,Male,Yes,0,Not Graduate,No,7427,2716,99,240,0.0,Urban,Y,10143,9.224637676677007,4.605170185988092
LP_R08128,Male,No,3+,Graduate,Yes,1621,0,196,120,0.0,Urban,N,1621,7.3914152346753585,5.2832037287379885
LP_R03836,Female,Yes,1,Not Graduate,No,1974,864,177,180,0.0,Rural,N,2838,7.951207156472972,5.181783550292085
LP_A02464,Male,Yes,0,Graduate,Yes,8820,284,142,180,1.0,Urban,Y,9104,9.116578992161708,4.962844630259907
LP_R00175,Male,Yes,1,Graduate,Yes,4642,753,181,300,1.0,Semiurban,N,5395,8.593413217327646,5.204006687076795
LP_R05730,Female,Yes,0,Not Graduate,No,4516,15,200,300,0.0,Semiurban,N,4531,8.418918622147897,5.303304908059076
LP_R05052,Male,No,2,Not Graduate,Yes,3618,487,195,120,0.0,Semiurban,N,4105,8.32020459757888,5.278114659230517
LP_A04483,Female,No,3+,Graduate,Yes,9330,4081,191,360,1.0,Rural,Y,13411,9.50390510758612,5.2574953720277815
LP_A09180,Male,Yes,0,Graduate,No,4580,2612,36,180,1.0,Semiurban,Y,7192,8.880863609867356,3.6109179126442243
LP_R02375,Male,Yes,3+,Graduate,Yes,3021,1239,312,300,0.0,Semiurban,N,4260,8.357259153499912,5.746203190540153
LP_R05903,Male,No,0,Not Graduate,Yes,6099,651,172,360,1.0,Rural,N,6750,8.81744592104187,5.153291594497779
LP_R08036,Male,No,1,Not Graduate,No,1704,385,180,240,0.0,Rural,N,2089,7.644919344958857,5.198497031265826
LP_R06151,Male,No,2,Graduate,No,5308,1989,112,120,0.0,Semiurban,N,7297,8.895355616996392,4.727387818712341
LP_A07234,Male,Yes,0,Graduate,No,11990,3232,153,360,1.0,Semiurban,Y,15222,9.630562721059254,5.0369526024136295
LP_A04608,Female,Yes,1,Graduate,No,5701,487,163,240,1.0,Semiurban,Y,6188,8.73052880173936,5.099866427824199
LP_R01696,Female,Yes,0,Graduate,No,3778,519,257,300,1.0,Urban,N,4297,8.365905077202456,5.552959584921617
LP_A00500,Male,Yes,3+,Graduate,No,8522,1472,188,360,1.0,Urban,Y,9994,9.209840246934501,5.241747015059643
LP_R00508,Female,No,3+,Graduate,No,438,288,314,360,0.0,Semiurban,N,726,6.588926477533519,5.752572638825633
LP_R04940,Male,No,0,Graduate,No,1823,142,175,360,0.0,Urban,N,1965,7.583756300707112,5.170483995038151
LP_A01046,Male,Yes,3+,Graduate,No,11472,2072,113,180,1.0,Semiurban,Y,13544,9.513772754519195,4.736198448394496
LP_R05871,Female,Yes,3+,Graduate,No,2427,0,347,120,0.0,Semiurban,N,2427,7.794823152179389,5.8522024797744745
LP_A09193,Male,No,0,Graduate,No,1825,4650,163,300,1.0,Urban,Y,6475,8.775858314797526,5.099866427824199
LP_R08663,Female,Yes,0,Graduate,Yes,1920,0,105,120,0.0,Rural,N,1920,7.560601162768557,4.663439094112067
LP_R02565,Female,No,0,Graduate,No,2206,2758,177,240,0.0,Rural,N,4964,8.510168576479273,5.181783550292085
LP_R01535,Male,Yes,2,Not Graduate,Yes,5749,0,300,300,0.0,Semiurban,N,5749,8.656955133791396,5.707110264748875
LP_R02386,Male,No,0,Not Graduate,No,915,803,166,240,1.0,Urban,N,1718,7.449498005382849,5.117993812416755
LP_A03139,Male,Yes,2,Graduate,No,7487,2381,197,360,1.0,Semiurban,Y,9868,9.197153810172008,5.288267030694535
LP_R07671,Male,Yes,2,Graduate,No,2323,333,282,180,0.0,Semiurban,N,2656,7.884952945759814,5.645446897643238
LP_R07134,Male,No,1,Graduate,No,4013,296,263,240,0.0,Semiurban,N,4309,8.368693183097793,5.575949103146316
LP_R06439,Male,Yes,0,Not Graduate,No,3988,322,202,360,1.0,Urban,N,4310,8.368925174747135,5.313205979041787
LP_A00777,Female,Yes,1,Graduate,Yes,7083,1028,136,240,1.0,Rural,Y,8111,9.001099725830965,4.919980925828125
LP_R00043,Male,Yes,0,Not Graduate,No,400,633,127,180,0.0,Rural,N,1033,6.9411900550683745,4.852030263919617
LP_R01662,Male,Yes,0,Not Graduate,Yes,2282,132,260,300,0.0,Rural,N,2414,7.789454566086673,5.564520407322694
LP_R04364,Male,No,0,Graduate,Yes,3123,0,193,300,0.0,Semiurban,N,3123,8.046869510959576,5.267858159063328
LP_A04019,Female,Yes,0,Graduate,No,7727,3074,116,300,1.0,Rural,Y,10801,9.287486581152837,4.762173934797756
LP_A09386,Female,No,1,Graduate,No,7318,3360,123,360,0.0,Urban,Y,10678,9.276034475171546,4.820281565605037
LP_A09553,Female,No,0,Graduate,No,10348,4393,161,360,1.0,Semiurban,Y,14741,9.598455841749233,5.087596335232384
LP_R03693,Male,Yes,2,Not Graduate,Yes,2121,589,63,300,0.0,Urban,N,2710,7.905072849498666,4.1588830833596715
LP_R09996,Female,No,0,Not Graduate,No,1861,322,268,300,0.0,Semiurban,N,2183,7.688913336864796,5.594711379601839
LP_R00080,Male,No,3+,Graduate,No,400,2935,252,360,1.0,Semiurban,N,3335,8.112527763478637,5.53338948872752
LP_R02968,Male,No,0,Not Graduate,Yes,3064,1128,302,180,0.0,Rural,N,4192,8.341171747170762,5.713732805509369
LP_R04915,Male,No,1,Graduate,No,1598,1117,143,300,0.0,Urban,N,2715,7.906915488678587,4.969813299576001
LP_A06083,Female,Yes,3+,Graduate,Yes,6204,1642,168,240,1.0,Semiurban,Y,7846,8.967886572127473,5.1298987149230735
LP_A09305,Female,Yes,0,Graduate,No,9337,2393,138,300,1.0,Semiurban,Y,11730,9.369990189505721,4.9344739331306915
LP_A02982,Male,Yes,1,Not Graduate,No,3844,1897,125,300,1.0,Semiurban,Y,5741,8.655562860681009,4.836281906951478
LP_R05366,Male,Yes,1,Graduate,Yes,4569,615,346,360,0.0,Semiurban,N,5184,8.553525120663627,5.849324779946859
LP_R07743,Male,No,2,Not Graduate,No,2196,0,194,300,0.0,Urban,N,2196,7.69484807238461,5.272999558563747
LP_R00901,Male,Yes,3+,Not Graduate,Yes,3080,33,116,120,0.0,Urban,N,3113,8.043663352393944,4.762173934797756
LP_A05890,Female,No,2,Graduate,Yes,6330,2422,180,300,1.0,Rural,Y,8752,9.077151777732437,5.198497031265826
LP_R04021,Male,Yes,2,Graduate,Yes,4638,0,162,180,0.0,Semiurban,N,4638,8.442254104751743,5.093750200806762
LP_R01977,Female,Yes,3+,Not Graduate,Yes,3383,2003,249,300,0.0,Rural,N,5386,8.591743922680534,5.521460917862246
LP_A09187,Male,No,1,Not Graduate,No,4760,1284,58,360,1.0,Semiurban,Y,6044,8.706986763048892,4.07753744390572
LP_A09156,Female,No,1,Graduate,No,5394,2001,173,360,1.0,Urban,Y,7395,8.908694592507015,5.159055299214529
LP_A06005,Female,No,1,Graduate,No,8059,3552,182,300,1.0,Semiurban,Y,11611,9.35979432514452,5.209486152841421
LP_A00565,Female,Yes,0,Graduate,No,7504,4098,130,180,1.0,Urban,Y,11602,9.359018964347545,4.875197323201151
LP_A04118,Female,No,1,Graduate,No,8398,1537,150,300,1.0,Semiurban,Y,9935,9.20391980417326,5.017279836814924
LP_A05899,Male,Yes,0,Not Graduate,No,7088,2059,135,240,1.0,Urban,Y,9147,9.121290555142672,4.912654885736052
LP_A00840,Male,Yes,1,Not Graduate,No,6272,829,154,240,1.0,Urban,Y,7101,8.868131713503033,5.043425116919247
LP_A03888,Male,Yes,3+,Not Graduate,No,4916,2058,178,360,1.0,Rural,Y,6974,8.850087606689566,5.187385805840755
LP_A09834,Male,No,1,Graduate,No,6811,2926,133,360,1.0,Urban,Y,9737,9.183791036742646,4.897839799950911
LP_R09865,Female,Yes,3+,Graduate,No,3254,197,167,360,0.0,Semiurban,N,3451,8.146709052203319,5.123963979403259
LP_A07641,Female,Yes,1,Graduate,No,8499,3886,165,240,1.0,Semiurban,Y,12385,9.424322081498007,5.111987788356544
LP_R04713,Male,No,1,Not Graduate,No,3794,0,209,240,0.0,Semiurban,N,3794,8.24143968982973,5.3471075307174685
LP_A08655,Female,No,2,Graduate,No,6612,1149,129,300,0.0,Rural,Y,7761,8.956995311928852,4.867534450455582
LP_A02666,Female,Yes,0,Graduate,Yes,7176,3129,109,120,1.0,Semiurban,Y,10305,9.24048152888817,4.700480365792417
LP_A09341,Male,Yes,0,Graduate,Yes,5677,804,126,240,1.0,Rural,Y,6481,8.776784383701493,4.844187086458591
LP_A04092,Male,Yes,0,Graduate,No,4938,5637,148,360,1.0,Rural,Y,10575,9.266342562091468,5.003946305945459
LP_A00765,Male,No,0,Graduate,No,5497,3448,114,240,1.0,Semiurban,Y,8945,9.098961783992793,4.74493212836325
LP_A01440,Male,Yes,0,Not Graduate,Yes,4419,302,173,180,1.0,Urban,Y,4721,8.459987717645458,5.159055299214529
LP_R03505,Female,Yes,2,Graduate,No,2421,2202,153,300,0.0,Rural,N,4623,8.439015410352214,5.0369526024136295
LP_R07564,Male,No,2,Not Graduate,No,1090,1555,161,120,0.0,Rural,N,2645,7.880804344674901,5.087596335232384
LP_A03872,Male,Yes,1,Graduate,No,9157,3647,165,180,1.0,Semiurban,Y,12804,9.457590998633625,5.111987788356544
LP_R04490,Male,No,1,Not Graduate,No,4049,1056,230,300,0.0,Urban,N,5105,8.53817159780143,5.442417710521793
LP_R08353,Male,No,2,Not Graduate,No,2881,35,167,300,0.0,Semiurban,N,2916,7.978310969867722,5.123963979403259
LP_R05827,Male,No,2,Not Graduate,No,4124,114,361,120,0.0,Urban,N,4238,8.352082671352637,5.8916442118257715
LP_A04865,Male,Yes,1,Not Graduate,Yes,11918,2070,108,180,1.0,Rural,Y,13988,9.546026585476431,4.6913478822291435
LP_R05659,Female,No,0,Not Graduate,No,4649,717,282,120,0.0,Semiurban,N,5366,8.588024372176829,5.645446897643238
LP_A02620,Male,No,0,Graduate,No,2867,3394,84,360,1.0,Semiurban,Y,6261,8.742254901886351,4.442651256490317
LP_R08819,Female,No,3+,Not Graduate,No,1743,2498,158,360,0.0,Urban,N,4241,8.352790135124629,5.0689042022202315
LP_R04630,Female,Yes,2,Graduate,Yes,2792,0,288,300,0.0,Rural,N,2792,7.934871565945177,5.666426688112432
LP_R08603,Female,No,0,Graduate,Yes,2742,1180,345,300,0.0,Rural,N,3922,8.274611946209552,5.846438775057725
LP_A06709,Female,Yes,2,Graduate,No,6246,3201,95,300,1.0,Semiurban,Y,9447,9.153558357877198,4.564348191467836
LP_A03026,Male,No,0,Graduate,No,8144,2662,151,360,1.0,Semiurban,Y,10806,9.287949351303165,5.0238805208462765
LP_R04450,Male,Yes,3+,Graduate,No,2789,1349,323,360,0.0,Rural,N,4138,8.328209491748732,5.780743515792329
LP_A04102,Male,Yes,1,Not Graduate,No,7502,134,97,300,1.0,Rural,Y,7636,8.940760134888384,4.584967478670572
LP_A01298,Male,No,0,Graduate,No,7589,3034,115,360,1.0,Urban,Y,10623,9.270870871716214,4.7535901911063645
LP_R08650,Female,No,1,Graduate,Yes,2683,0,209,120,1.0,Semiurban,N,2683,7.895063498091573,5.3471075307174685
LP_A06338,Female,No,0,Not Graduate,No,5613,1560,156,180,1.0,Urban,Y,7173,8.878218658092228,5.056245805348308
LP_A02022,Female,No,0,Graduate,No,5274,676,141,300,1.0,Semiurban,Y,5950,8.691314551644853,4.955827057601261
LP_R05673,Male,No,1,Graduate,Yes,1958,539,89,240,0.0,Semiurban,N,2497,7.823245690685523,4.499809670330265
LP_A07372,Male,Yes,0,Not Graduate,No,6473,4021,133,360,1.0,Urban,Y,10494,9.258654232254733,4.897839799950911
LP_A09385,Male,No,2,Graduate,Yes,6774,3088,57,360,1.0,Semiurban,Y,9862,9.196545660953994,4.060443010546419
LP_A02685,Male,No,3+,Graduate,No,10396,3647,190,300,1.0,Rural,Y,14043,9.549950537288323,5.25227342804663
LP_R07898,Male,No,2,Graduate,No,2885,749,211,120,0.0,Semiurban,N,3634,8.19836438996762,5.356586274672012
LP_R05355,Female,Yes,3+,Not Graduate,No,506,0,188,300,0.0,Rural,N,506,6.2285110035911835,5.241747015059643
LP_A07785,Male,No,0,Graduate,No,8561,0,197,360,1.0,Semiurban,Y,8561,9.055089086704891,5.288267030694535
LP_A01025,Female,Yes,0,Graduate,No,5312,2351,111,360,1.0,Urban,Y,7663,8.944289319650697,4.718498871295094
LP_R04790,Female,Yes,2,Not Graduate,Yes,400,0,134,180,0.0,Urban,N,400,5.993961427306569,4.90527477843843
LP_A09404,Female,Yes,2,Graduate,No,6205,3757,127,360,1.0,Rural,Y,9962,9.206633510044856,4.852030263919617
LP_A08650,Female,Yes,2,Graduate,No,1000,2843,154,120,1.0,Urban,Y,3843,8.254268770090183,5.043425116919247
LP_R03570,Male,No,0,Not Graduate,Yes,6824,1029,150,180,1.0,Urban,N,7853,8.968778235137956,5.017279836814924
LP_R02484,Female,No,3+,Not Graduate,Yes,3531,3115,213,240,1.0,Semiurban,N,6646,8.801920904041582,5.365976015021851
LP_R08622,Female,Yes,3+,Not Graduate,No,4340,745,137,120,0.0,Rural,N,5085,8.534246945982066,4.927253685157205
LP_R05861,Male,Yes,3+,Not Graduate,No,4906,1721,254,300,0.0,Rural,N,6627,8.799058378546453,5.541263545158426
LP_A09537,Female,Yes,1,Graduate,No,9151,590,143,180,1.0,Semiurban,Y,9741,9.184201714366488,4.969813299576001
LP_A09636,Male,Yes,0,Graduate,No,9998,2496,206,360,1.0,Urban,Y,12494,9.433083843269053,5.332718793265369
LP_A03499,Female,Yes,0,Graduate,No,6447,2525,163,240,1.0,Rural,Y,8972,9.101975347298058,5.099866427824199
LP_A02496,Female,Yes,0,Graduate,No,9153,1230,183,360,1.0,Semiurban,Y,10383,9.248021438943871,5.214935757608986
LP_R01223,Male,No,0,Graduate,No,2739,1614,196,180,0.0,Urban,N,4353,8.378850241794492,5.2832037287379885
LP_R01269,Female,No,1,Graduate,No,4814,0,227,240,0.0,Rural,N,4814,8.479491324232226,5.429345628954441
LP_A02422,Male,Yes,0,Graduate,No,6377,1133,196,360,1.0,Semiurban,Y,7510,8.924123891686012,5.2832037287379885
LP_R07222,Male,No,3+,Graduate,Yes,3637,1366,148,240,0.0,Semiurban,N,5003,8.517992871586802,5.003946305945459
LP_R00835,Male,Yes,1,Not Graduate,Yes,3538,775,206,180,0.0,Rural,N,4313,8.369620826949102,5.332718793265369
LP_A02732,Female,Yes,0,Not Graduate,No,5900,3293,108,240,1.0,Rural,Y,9193,9.126306376366173,4.6913478822291435
LP_A00080,Male,Yes,1,Not Graduate,No,4645,2170,247,240,1.0,Semiurban,Y,6815,8.827028068509152,5.5134287461649825
LP_A04217,Male,No,0,Graduate,No,1379,3582,86,300,1.0,Urban,Y,4961,8.509564164251746,4.465908118654584
LP_A04242,Female,Yes,0,Graduate,No,10871,934,131,360,1.0,Rural,Y,11805,9.376363155800634,4.882801922586371
LP_A03811,Male,Yes,3+,Graduate,No,8837,1368,195,360,1.0,Rural,Y,10205,9.230731061623917,5.278114659230517
LP_R02620,Female,No,1,Not Graduate,No,400,294,330,180,1.0,Urban,N,694,6.543911845564792,5.802118375377063
LP_A08148,Female,No,3+,Graduate,No,8600,2087,161,240,1.0,Urban,Y,10687,9.276876895776427,5.087596335232384
LP_R08243,Female,Yes,2,Not Graduate,No,6252,546,104,180,0.0,Semiurban,N,6798,8.82453082152646,4.653960350157523
LP_A01359,Male,Yes,2,Graduate,Yes,7940,892,94,240,0.0,Semiurban,Y,8832,9.086249986745132,4.553876891600541
LP_R06744,Male,No,0,Not Graduate,Yes,2189,1941,231,360,0.0,Urban,N,4130,8.326274787396764,5.44673737166631
LP_A09840,Female,Yes,0,Not Graduate,No,11184,1403,172,240,0.0,Urban,Y,12587,9.440499258184298,5.153291594497779
LP_R07152,Male,No,0,Not Graduate,No,3180,1424,281,360,0.0,Semiurban,N,4604,8.434897948689407,5.641907070938114
LP_A02162,Male,Yes,1,Graduate,No,7971,3071,191,300,1.0,Semiurban,Y,11042,9.30955202204713,5.2574953720277815
LP_A00879,Male,Yes,0,Graduate,No,9966,2106,40,360,1.0,Rural,Y,12072,9.398726833332388,3.713572066704308
LP_A01578,Female,Yes,0,Not Graduate,No,4029,2308,113,360,1.0,Semiurban,Y,6337,8.754318540250866,4.736198448394496
LP_A07573,Male,Yes,1,Graduate,No,7272,1451,148,360,1.0,Urban,Y,8723,9.07383312732152,5.003946305945459
LP_A01509,Female,Yes,0,Graduate,No,10612,2314,161,360,0.0,Semiurban,Y,12926,9.467073426283948,5.087596335232384
